 ['GUNFIGHTER MUSSOLINI', 'DAUGHTER MADIGAN'] : 3 
 ['HOBBIT ALIEN', 'DAUGHTER MADIGAN'] : 3 
 ['PET HAUNTING'] : 7 
 ['PET HAUNTING', 'CLOCKWORK PARADISE'] : 3 
 ['GILBERT PELICAN'] : 7 
 ['HAWK CHILL'] : 7 
 ['HAWK CHILL', 'GRADUATE LORD'] : 3 
 ['HAWK CHILL', 'SLACKER LIAISONS'] : 3 
 ['CRUELTY UNFORGIVEN'] : 7 
 ['CLERKS ANGELS'] : 7 
 ['CLERKS ANGELS', 'JERICHO MULAN'] : 3 
 ['CLERKS ANGELS', 'INSECTS STONE'] : 3 
 ['CLERKS ANGELS', 'FATAL HAUNTED'] : 3 
 ['ISHTAR ROCKETEER'] : 7 
 ['PANIC CLUB'] : 7 
 ['MAGIC MALLRATS'] : 7 
 ['GOSFORD DONNIE'] : 7 
 ['ALIEN CENTER', 'GOSFORD DONNIE'] : 3 
 ['CHAPLIN LICENSE'] : 7 
 ['FIRE WOLVES'] : 7 
 ['LIAISONS SWEET', 'FIRE WOLVES'] : 3 
 ['CHITTY LOCK'] : 8 
 ['CHITTY LOCK', 'QUILLS BULL'] : 3 
 ['CHITTY LOCK', 'SHAKESPEARE SADDLE'] : 3 
 ['CHITTY LOCK', 'WESTWARD SEABISCUIT'] : 3 
 ['FATAL HAUNTED', 'CHITTY LOCK'] : 3 
 ['DESIRE ALIEN'] : 8 
 ['REMEMBER DIARY', 'DESIRE ALIEN'] : 3 
 ['DESIRE ALIEN', 'STING PERSONAL'] : 3 
 ['DESIRE ALIEN', 'BLUES INSTINCT'] : 3 
 ['CRUSADE HONEY'] : 8 
 ['CRUSADE HONEY', 'TRAMP OTHERS'] : 3 
 ['CARIBBEAN LIBERTY'] : 8 
 ['CLYDE THEORY'] : 8 
 ['POLISH BROOKLYN', 'CLYDE THEORY'] : 3 
 ['WORLD LEATHERNECKS'] : 8 
 ['POLISH BROOKLYN', 'WORLD LEATHERNECKS'] : 3 
 ['IGBY MAKER', 'WORLD LEATHERNECKS'] : 3 
 ['ROSES TREASURE', 'WORLD LEATHERNECKS'] : 3 
 ['RIDGEMONT SUBMARINE', 'WORLD LEATHERNECKS'] : 3 
 ['RUNAWAY TENENBAUMS'] : 8 
 ['RUNAWAY TENENBAUMS', 'HUNCHBACK IMPOSSIBLE'] : 3 
 ['LORD ARIZONA'] : 8 
 ['OUTFIELD MASSACRE', 'LORD ARIZONA'] : 3 
 ['LORD ARIZONA', 'MOVIE SHAKESPEARE'] : 4 
 ['GROSSE WONDERFUL'] : 8 
 ['GROSSE WONDERFUL', 'ENCINO ELF'] : 3 
 ['WIND PHANTOM', 'GROSSE WONDERFUL'] : 3 
 ['MAGNIFICENT CHITTY'] : 8 
 ['EYES DRIVING', 'MAGNIFICENT CHITTY'] : 3 
 ['PITY BOUND', 'MAGNIFICENT CHITTY'] : 3 
 ['GODFATHER DIARY'] : 8 
 ['BALLROOM MOCKINGBIRD'] : 8 
 ['BALLROOM MOCKINGBIRD', 'MAJESTIC FLOATS'] : 3 
 ['BALLROOM MOCKINGBIRD', 'METAL ARMAGEDDON'] : 3 
 ['DESTINATION JERK'] : 8 
 ['DESTINATION JERK', 'CREATURES SHAKESPEARE'] : 3 
 ['RUNNER MADIGAN'] : 8 
 ['EASY GLADIATOR', 'RUNNER MADIGAN'] : 3 
 ['TIGHTS DAWN', 'RUNNER MADIGAN'] : 3 
 ['SPY MILE', 'RUNNER MADIGAN'] : 3 
 ['CHANCE RESURRECTION', 'RUNNER MADIGAN'] : 4 
 ['LIGHTS DEER'] : 8 
 ['FEATHERS METAL', 'LIGHTS DEER'] : 3 
 ['PAYCHECK WAIT', 'FEATHERS METAL', 'LIGHTS DEER'] : 3 
 ['PAYCHECK WAIT', 'LIGHTS DEER'] : 3 
 ['DETECTIVE VISION', 'LIGHTS DEER'] : 3 
 ['BEETHOVEN EXORCIST'] : 8 
 ['SOLDIERS EVOLUTION'] : 8 
 ['SOLDIERS EVOLUTION', 'MIDSUMMER GROUNDHOG'] : 3 
 ['INTOLERABLE INTENTIONS'] : 8 
 ['FIGHT JAWBREAKER', 'INTOLERABLE INTENTIONS'] : 3 
 ['SATURDAY LAMBS', 'INTOLERABLE INTENTIONS'] : 3 
 ['PLATOON INSTINCT'] : 8 
 ['SUNSET RACER'] : 8 
 ['SUNSET RACER', 'CONTACT ANONYMOUS'] : 3 
 ['SUNSET RACER', 'FATAL HAUNTED'] : 3 
 ['UNFAITHFUL KILL'] : 8 
 ['CORE SUIT', 'UNFAITHFUL KILL'] : 3 
 ['PAPI NECKLACE'] : 8 
 ['PAPI NECKLACE', 'LIES TREATMENT'] : 3 
 ['BIRDCAGE CASPER'] : 8 
 ['WIFE TURN', 'BIRDCAGE CASPER'] : 3 
 ['TARZAN VIDEOTAPE'] : 8 
 ['TARZAN VIDEOTAPE', 'HOURS RAGE'] : 3 
 ['BANGER PINOCCHIO', 'TARZAN VIDEOTAPE'] : 3 
 ['SHINING ROSES'] : 8 
 ['CASPER DRAGONFLY'] : 8 
 ['HOURS RAGE', 'CASPER DRAGONFLY'] : 3 
 ['SOUP WISDOM'] : 8 
 ['TOMORROW HUSTLER', 'SOUP WISDOM'] : 3 
 ['BABY HALL'] : 8 
 ['LOSER HUSTLER', 'BABY HALL'] : 3 
 ['EFFECT GLADIATOR', 'BABY HALL'] : 3 
 ['RECORDS ZORRO'] : 8 
 ['RECORDS ZORRO', 'ROBBERS JOON'] : 3 
 ['BLOOD ARGONAUTS'] : 8 
 ['HAROLD FRENCH'] : 8 
 ['MALTESE HOPE', 'HAROLD FRENCH'] : 3 
 ['VERTIGO NORTHWEST'] : 8 
 ['VERTIGO NORTHWEST', 'PITY BOUND'] : 3 
 ['ROLLERCOASTER BRINGING'] : 8 
 ['HOOSIERS BIRDCAGE'] : 8 
 ['SUPERFLY TRIP'] : 9 
 ['LIES TREATMENT', 'SUPERFLY TRIP'] : 3 
 ['TRAINSPOTTING STRANGERS'] : 9 
 ['SPIRITED CASUALTIES'] : 9 
 ['JINGLE SAGEBRUSH', 'SPIRITED CASUALTIES'] : 3 
 ['SPIRITED CASUALTIES', 'SHANE DARKNESS'] : 3 
 ['SPIRITED CASUALTIES', 'STRAIGHT HOURS'] : 3 
 ['FORWARD TEMPLE', 'SPIRITED CASUALTIES'] : 3 
 ['HOLY TADPOLE'] : 9 
 ['OZ LIAISONS', 'HOLY TADPOLE'] : 3 
 ['DETECTIVE VISION', 'HOLY TADPOLE'] : 3 
 ['RIDGEMONT SUBMARINE', 'HOLY TADPOLE'] : 3 
 ['ZHIVAGO CORE'] : 9 
 ['ZHIVAGO CORE', 'QUILLS BULL'] : 3 
 ['CRAZY HOME'] : 9 
 ['HORN WORKING', 'CRAZY HOME'] : 3 
 ['CRAZY HOME', 'SWEETHEARTS SUSPECTS'] : 3 
 ['KING EVOLUTION'] : 9 
 ['OPERATION OPERATION', 'KING EVOLUTION'] : 3 
 ['NUTS TIES'] : 9 
 ['NUTS TIES', 'SMOOCHY CONTROL'] : 3 
 ['MIRACLE VIRTUAL'] : 9 
 ['VANILLA DAY'] : 9 
 ['DARLING BREAKING'] : 9 
 ['DARLING BREAKING', 'FUGITIVE MAGUIRE'] : 3 
 ['DARLING BREAKING', 'ROBBERY BRIGHT'] : 3 
 ['DARLING BREAKING', 'CAROL TEXAS'] : 3 
 ['GHOSTBUSTERS ELF'] : 9 
 ['GHOSTBUSTERS ELF', 'WARS PLUTO'] : 3 
 ['WON DARES'] : 9 
 ['WON DARES', 'AFFAIR PREJUDICE'] : 3 
 ['WON DARES', 'COLOR PHILADELPHIA'] : 3 
 ['WON DARES', 'DANCING FEVER'] : 3 
 ['ANYTHING SAVANNAH'] : 9 
 ['MAGUIRE APACHE'] : 9 
 ['MAGUIRE APACHE', 'PITY BOUND'] : 3 
 ['HARRY IDAHO', 'MAGUIRE APACHE'] : 3 
 ['THEORY MERMAID'] : 9 
 ['INTENTIONS EMPIRE', 'THEORY MERMAID'] : 3 
 ['GRAPES FURY', 'THEORY MERMAID'] : 3 
 ['DRACULA CRYSTAL', 'THEORY MERMAID'] : 3 
 ['TORQUE BOUND', 'THEORY MERMAID'] : 3 
 ['KRAMER CHOCOLATE'] : 9 
 ['MATRIX SNOWMAN'] : 9 
 ['CROSSROADS CASUALTIES', 'MATRIX SNOWMAN'] : 3 
 ['COMA HEAD', 'MATRIX SNOWMAN'] : 3 
 ['SCALAWAG DUCK', 'MATRIX SNOWMAN'] : 3 
 ['IMPACT ALADDIN'] : 9 
 ['CROOKED FROGMEN', 'IMPACT ALADDIN'] : 3 
 ['IRON MOON'] : 9 
 ['IRON MOON', 'BAREFOOT MANCHURIAN'] : 3 
 ['OCTOBER SUBMARINE'] : 9 
 ['OCTOBER SUBMARINE', 'TYCOON GATHERING'] : 3 
 ['MALLRATS UNITED', 'OCTOBER SUBMARINE'] : 3 
 ['INVASION CYCLONE', 'OCTOBER SUBMARINE'] : 3 
 ['OCTOBER SUBMARINE', 'ROCKETEER MOTHER'] : 3 
 ['REDS POCUS'] : 9 
 ['JEEPERS WEDDING', 'REDS POCUS'] : 3 
 ['BUCKET BROTHERHOOD', 'REDS POCUS'] : 3 
 ['RANDOM GO'] : 9 
 ['WOLVES DESIRE', 'RANDOM GO'] : 3 
 ['RANDOM GO', 'HALF OUTFIELD'] : 3 
 ['SPARTACUS CHEAPER'] : 9 
 ['SPARTACUS CHEAPER', 'REUNION WITCHES'] : 3 
 ['SPARTACUS CHEAPER', 'BASIC EASY'] : 3 
 ['SPARTACUS CHEAPER', 'FEUD FROGMEN'] : 3 
 ['DARES PLUTO'] : 9 
 ['DARES PLUTO', 'HURRICANE AFFAIR'] : 3 
 ['LEGALLY SECRETARY'] : 9 
 ['SCALAWAG DUCK', 'LEGALLY SECRETARY'] : 3 
 ['DOLLS RAGE'] : 9 
 ['POND SEATTLE', 'DOLLS RAGE'] : 3 
 ['AMERICAN CIRCUS', 'DOLLS RAGE'] : 3 
 ['FREDDY STORM', 'DOLLS RAGE'] : 3 
 ['ACADEMY DINOSAUR', 'DOLLS RAGE'] : 3 
 ['WIFE TURN', 'DOLLS RAGE'] : 3 
 ['DOGMA FAMILY', 'DOLLS RAGE'] : 3 
 ['GUYS FALCON'] : 9 
 ['NOON PAPI', 'GUYS FALCON'] : 3 
 ['GABLES METROPOLIS', 'GUYS FALCON'] : 3 
 ['GUYS FALCON', 'FIREBALL PHILADELPHIA'] : 3 
 ['SNATCHERS MONTEZUMA'] : 9 
 ['SNATCHERS MONTEZUMA', 'RACER EGG'] : 3 
 ['FRISCO FORREST'] : 9 
 ['HELLFIGHTERS SIERRA', 'FRISCO FORREST'] : 3 
 ['FIREBALL PHILADELPHIA', 'FRISCO FORREST'] : 3 
 ['RIGHT CRANES'] : 9 
 ['ANNIE IDENTITY', 'RIGHT CRANES'] : 3 
 ['WONDERFUL DROP'] : 9 
 ['WOLVES DESIRE', 'WONDERFUL DROP'] : 3 
 ['WONDERFUL DROP', 'DOUBLE WRATH'] : 3 
 ['OLEANDER CLUE'] : 9 
 ['OLEANDER CLUE', 'BETRAYED REAR'] : 3 
 ['BIRD INDEPENDENCE'] : 9 
 ['BIRD INDEPENDENCE', 'SWEETHEARTS SUSPECTS'] : 3 
 ['BIRD INDEPENDENCE', 'CONFIDENTIAL INTERVIEW'] : 3 
 ['DROP WATERFRONT'] : 9 
 ['MAIDEN HOME', 'DROP WATERFRONT'] : 3 
 ['DRAGON SQUAD'] : 9 
 ['DRAGON SQUAD', 'SLUMS DUCK'] : 3 
 ['DWARFS ALTER'] : 9 
 ['GOODFELLAS SALUTE', 'DWARFS ALTER'] : 3 
 ['JUNGLE CLOSER'] : 9 
 ['WAGON JAWS'] : 9 
 ['HOTEL HAPPINESS'] : 9 
 ['HOTEL HAPPINESS', 'LOATHING LEGALLY'] : 3 
 ['MONSOON CAUSE'] : 9 
 ['DIARY PANIC'] : 9 
 ['LOVER TRUMAN'] : 9 
 ['LOVER TRUMAN', 'UNCUT SUICIDES'] : 3 
 ['LOVER TRUMAN', 'HARPER DYING'] : 3 
 ['LOVER TRUMAN', 'SINNERS ATLANTIS'] : 3 
 ['LOVER TRUMAN', 'NAME DETECTIVE', 'SINNERS ATLANTIS'] : 3 
 ['LOVER TRUMAN', 'NAME DETECTIVE'] : 3 
 ['LOVER TRUMAN', 'TROUBLE DATE'] : 3 
 ['WISDOM WORKER'] : 9 
 ['WISDOM WORKER', 'ROBBERS JOON'] : 3 
 ['ALI FOREVER'] : 9 
 ['SPEED SUIT'] : 9 
 ['LEGEND JEDI'] : 9 
 ['LEGEND JEDI', 'RUN PACIFIC'] : 3 
 ['LEGEND JEDI', 'TITANIC BOONDOCK'] : 3 
 ['LEGEND JEDI', 'STAGECOACH ARMAGEDDON'] : 3 
 ['LEGEND JEDI', 'FATAL HAUNTED'] : 3 
 ['STAGE WORLD'] : 9 
 ['TRAP GUYS', 'STAGE WORLD'] : 3 
 ['CASUALTIES ENCINO'] : 9 
 ['SPICE SORORITY', 'CASUALTIES ENCINO'] : 3 
 ['VICTORY ACADEMY'] : 9 
 ['STRANGERS GRAFFITI', 'VICTORY ACADEMY'] : 3 
 ['DOOM DANCING', 'VICTORY ACADEMY'] : 3 
 ['GOLDFINGER SENSIBILITY', 'VICTORY ACADEMY'] : 3 
 ['WAR NOTTING'] : 10 
 ['WAR NOTTING', 'JASON TRAP'] : 3 
 ['WAR NOTTING', 'ENGLISH BULWORTH'] : 3 
 ['TOWERS HURRICANE'] : 10 
 ['TOWERS HURRICANE', 'IDOLS SNATCHERS'] : 3 
 ['MAKER GABLES'] : 10 
 ['MAKER GABLES', 'UPRISING UPTOWN'] : 3 
 ['SAMURAI LION', 'MAKER GABLES'] : 3 
 ['MAKER GABLES', 'TRIP NEWTON'] : 3 
 ['LIFE TWISTED'] : 10 
 ['LIFE TWISTED', 'DRIVER ANNIE'] : 3 
 ['ARACHNOPHOBIA ROLLERCOASTER', 'LIFE TWISTED'] : 3 
 ['VOYAGE LEGALLY', 'LIFE TWISTED'] : 3 
 ['DEER VIRGINIAN', 'LIFE TWISTED'] : 4 
 ['GRAIL FRANKENSTEIN'] : 10 
 ['DEVIL DESIRE', 'GRAIL FRANKENSTEIN'] : 3 
 ['CRANES RESERVOIR'] : 10 
 ['CRANES RESERVOIR', 'BADMAN DAWN'] : 4 
 ['STONE FIRE'] : 10 
 ['TROJAN TOMORROW', 'STONE FIRE'] : 3 
 ['ARIZONA BANG', 'STONE FIRE'] : 3 
 ['DETECTIVE VISION', 'STONE FIRE'] : 3 
 ['PELICAN COMFORTS', 'STONE FIRE'] : 3 
 ['LOATHING LEGALLY', 'STONE FIRE'] : 3 
 ['AMELIE HELLFIGHTERS'] : 10 
 ['AMELIE HELLFIGHTERS', 'LOATHING LEGALLY'] : 3 
 ['HOLLOW JEOPARDY'] : 10 
 ['AGENT TRUMAN', 'HOLLOW JEOPARDY'] : 3 
 ['FAMILY SWEET', 'HOLLOW JEOPARDY'] : 3 
 ['SPOILERS HELLFIGHTERS'] : 10 
 ['SPOILERS HELLFIGHTERS', 'GASLIGHT CRUSADE'] : 3 
 ['SPOILERS HELLFIGHTERS', 'DRIFTER COMMANDMENTS'] : 3 
 ['SPOILERS HELLFIGHTERS', 'BROTHERHOOD BLANKET'] : 3 
 ['SPOILERS HELLFIGHTERS', 'GIANT TROOPERS'] : 3 
 ['SPOILERS HELLFIGHTERS', 'SEA VIRGIN'] : 4 
 ['LOLITA WORLD'] : 10 
 ['FIGHT JAWBREAKER', 'LOLITA WORLD'] : 3 
 ['DRUMLINE CYCLONE'] : 10 
 ['REQUIEM TYCOON', 'DRUMLINE CYCLONE'] : 3 
 ['LOLA AGENT', 'DRUMLINE CYCLONE'] : 3 
 ['ZORRO ARK', 'DRUMLINE CYCLONE'] : 3 
 ['DOUBTFIRE LABYRINTH'] : 10 
 ['BEDAZZLED MARRIED', 'DOUBTFIRE LABYRINTH'] : 3 
 ['DISCIPLE MOTHER', 'DOUBTFIRE LABYRINTH'] : 3 
 ['DOUBTFIRE LABYRINTH', 'BUCKET BROTHERHOOD'] : 3 
 ['ANTITRUST TOMATOES'] : 10 
 ['CONTACT ANONYMOUS', 'ANTITRUST TOMATOES'] : 3 
 ['MOD SECRETARY'] : 10 
 ['MOD SECRETARY', 'ROCKETEER MOTHER'] : 3 
 ['CLOCKWORK PARADISE'] : 10 
 ['CLOCKWORK PARADISE', 'HYDE DOCTOR'] : 3 
 ['CLOCKWORK PARADISE', 'VIRGINIAN PLUTO'] : 3 
 ['CLOCKWORK PARADISE', 'RIDGEMONT SUBMARINE'] : 4 
 ['FRIDA SLIPPER'] : 10 
 ['FRIDA SLIPPER', 'CANDIDATE PERDITION'] : 3 
 ['FRIDA SLIPPER', 'GOODFELLAS SALUTE'] : 3 
 ['BENEATH RUSH'] : 10 
 ['RESURRECTION SILVERADO', 'BENEATH RUSH'] : 3 
 ['TELEGRAPH VOYAGE', 'BENEATH RUSH'] : 3 
 ['SENSIBILITY REAR'] : 10 
 ['WORKER TARZAN', 'SENSIBILITY REAR'] : 3 
 ['BEAUTY GREASE', 'SENSIBILITY REAR'] : 3 
 ['ELIZABETH SHANE'] : 10 
 ['ELIZABETH SHANE', 'POLISH BROOKLYN'] : 3 
 ['DINOSAUR SECRETARY', 'ELIZABETH SHANE'] : 3 
 ['LADY STAGE', 'ELIZABETH SHANE'] : 3 
 ['DOWNHILL ENOUGH', 'ELIZABETH SHANE'] : 3 
 ['ELIZABETH SHANE', 'STAGECOACH ARMAGEDDON'] : 3 
 ['ELIZABETH SHANE', 'TELEGRAPH VOYAGE'] : 3 
 ['CHANCE RESURRECTION', 'ELIZABETH SHANE'] : 3 
 ['SHOCK CABIN', 'ELIZABETH SHANE'] : 3 
 ['ELEMENT FREDDY'] : 10 
 ['MASSAGE IMAGE', 'ELEMENT FREDDY'] : 3 
 ['BLANKET BEVERLY'] : 10 
 ['PARADISE SABRINA', 'BLANKET BEVERLY'] : 3 
 ['WIFE TURN', 'BLANKET BEVERLY'] : 3 
 ['JAWBREAKER BROOKLYN'] : 10 
 ['ACADEMY DINOSAUR', 'JAWBREAKER BROOKLYN'] : 3 
 ['SAMURAI LION', 'JAWBREAKER BROOKLYN'] : 3 
 ['ROCKETEER MOTHER', 'JAWBREAKER BROOKLYN'] : 3 
 ['MAGNOLIA FORRESTER'] : 10 
 ['DOGMA FAMILY', 'MAGNOLIA FORRESTER'] : 3 
 ['WARS PLUTO'] : 10 
 ['HALLOWEEN NUTS'] : 10 
 ['HALLOWEEN NUTS', 'BREAKFAST GOLDFINGER'] : 3 
 ['WOMEN DORADO', 'HALLOWEEN NUTS'] : 3 
 ['HALLOWEEN NUTS', 'METROPOLIS COMA'] : 3 
 ['SMILE EARRING'] : 10 
 ['FROGMEN BREAKING'] : 10 
